Date,Close Price
2020-04-23,40.8
2020-04-23,40.8
2020-04-24,40.8
2020-04-24,40.8
2020-04-27,40.8
2020-04-27,40.8
2020-04-28,40.8
2020-04-28,40.8
2020-04-29,40.8
2020-04-29,40.8
2020-04-30,40.8
2020-04-30,40.8
2020-05-01,40.8
2020-05-01,40.8
2020-05-04,40.8
2020-05-04,40.8
2020-05-05,40.8
2020-05-05,40.8
2020-05-06,40.8
2020-05-06,40.8
2020-05-07,40.8
2020-05-07,40.8
2020-05-08,40.8
2020-05-08,40.8
2020-05-11,42.86
2020-05-11,43.93
2020-05-12,45.02
2020-05-12,45.02
2020-05-13,45.02
2020-05-13,45.02
2020-05-14,45.02
2020-05-14,45.02
2020-05-15,45.02
2020-05-15,45.02
2020-05-18,45.02
2020-05-18,45.02
2020-05-19,45.02
2020-05-19,45.02
2020-05-20,45.02
2020-05-20,45.02
2020-05-21,45.02
2020-05-21,45.02
2020-05-22,45.02
2020-05-22,45.02
2020-05-25,45.02
2020-05-25,45.02
2020-05-26,45.02
2020-05-26,45.02
2020-05-27,45.02
2020-05-27,45.02
2020-05-28,45.02
2020-05-28,45.02
2020-05-29,45.02
2020-05-29,45.02
2020-06-01,45.02
2020-06-01,45.02
2020-06-02,45.02
2020-06-02,45.02
2020-06-03,45.02
2020-06-03,45.02
2020-06-04,45.02
2020-06-04,45.02
2020-06-08,45.02
2020-06-08,45.02
2020-06-09,45.02
2020-06-09,45.02
2020-06-10,45.02
2020-06-10,45.02
2020-06-11,46.14
2020-06-11,47.29
2020-06-12,48.47
2020-06-12,49.68
2020-06-15,50.92
2020-06-15,52.19
2020-06-16,53.49
2020-06-16,54.82
2020-06-17,55
2020-06-17,55
2020-06-18,55
2020-06-18,55
2020-06-19,55
2020-06-19,55
2020-06-22,53.63
2020-06-22,53.5
2020-06-23,53.5
2020-06-23,53.5
2020-06-24,53
2020-06-24,53
2020-06-25,53
2020-06-25,53
2020-06-26,53
2020-06-26,53
2020-06-29,53
2020-06-29,51.67
2020-07-01,51.67
2020-07-01,51.67
2020-07-02,51.67
2020-07-02,51.67
2020-07-03,51.67
2020-07-03,50
2020-07-06,50
2020-07-06,50
2020-07-07,50
2020-07-07,50
2020-07-08,50
2020-07-08,50
2020-07-09,50
2020-07-09,50
2020-07-10,50
2020-07-10,50
2020-07-13,50
2020-07-13,50
2020-07-14,50
2020-07-14,50
2020-07-15,50
2020-07-15,50
2020-07-16,50
2020-07-16,50
2020-07-17,50
2020-07-17,50
2020-07-20,50
2020-07-20,50
2020-07-21,50
2020-07-21,50
2020-07-22,50
2020-07-22,50
2020-07-23,50
2020-07-23,50
2020-07-27,50
2020-07-27,50
2020-07-28,50
2020-07-28,50
2020-07-29,50
2020-07-29,50
2020-07-30,50
2020-07-30,49.9
2020-07-31,51.7
2020-07-31,51
2020-08-03,50
2020-08-03,50
2020-08-04,50
2020-08-04,50
2020-08-05,28.18
2020-08-05,28.18
2020-08-06,28.18
2020-08-06,28.18
2020-08-07,29.58
2020-08-07,29.58
2020-08-10,29.58
2020-08-10,29.58
2020-08-10,29.58
2020-08-10,29.58
2020-08-10,29.58
2020-08-11,29.58
2020-08-11,29.58
2020-08-11,29.58
2020-08-11,29.58
2020-08-11,29.58
2020-08-12,29.58
2020-08-12,29.58
2020-08-12,29.58
2020-08-12,29.58
2020-08-12,29.58
2020-08-13,29.58
2020-08-13,29.58
2020-08-13,29.58
2020-08-13,29.58
2020-08-13,29.58
2020-08-14,29.58
2020-08-14,29.58
2020-08-14,29.58
2020-08-14,29.58
2020-08-14,29.58
2020-08-17,29.58
2020-08-17,29.58
2020-08-17,29.58
2020-08-17,29.58
2020-08-17,29.58
2020-08-18,29.58
2020-08-18,29.58
2020-08-18,29.58
2020-08-18,29.58
2020-08-18,29.58
2020-08-19,29.58
2020-08-19,29.58
2020-08-19,29.58
2020-08-19,29.58
2020-08-19,29.58
2020-08-20,29.58
2020-08-20,29.58
2020-08-20,29.58
2020-08-20,29.58
2020-08-20,29.58
2020-08-21,29.58
2020-08-21,29.58
2020-08-21,29.58
2020-08-21,29.58
2020-08-21,29.58
2020-08-24,29.58
2020-08-24,29.58
2020-08-24,29.58
2020-08-24,29.58
2020-08-24,29.58
2020-08-25,29.58
2020-08-25,29.58
2020-08-25,29.58
2020-08-25,29.58
2020-08-25,29.58
2020-08-26,29.58
2020-08-26,29.58
2020-08-26,29.58
2020-08-26,29.58
2020-08-26,29.58
2020-08-27,29.58
2020-08-27,29.58
2020-08-27,29.58
2020-08-27,29.58
2020-08-27,29.58
2020-08-28,29.58
2020-08-28,29.58
2020-08-28,29.58
2020-08-28,29.58
2020-08-28,29.58
2020-08-31,29.58
2020-08-31,29.58
2020-08-31,29.58
2020-08-31,29.58
2020-08-31,29.58
2020-09-01,29.58
2020-09-01,29.58
2020-09-01,29.58
2020-09-01,29.58
2020-09-01,29.58
2020-09-02,29.58
2020-09-02,29.58
2020-09-02,29.58
2020-09-02,29.58
2020-09-02,29.58
2020-09-03,29.58
2020-09-03,29.58
2020-09-03,29.58
2020-09-03,29.58
2020-09-03,29.58
2020-09-04,29.58
2020-09-04,29.58
2020-09-04,29.58
2020-09-04,29.58
2020-09-04,29.58
2020-09-07,29.58
2020-09-07,29.58
2020-09-07,29.58
2020-09-07,29.58
2020-09-07,29.58
2020-09-08,29.58
2020-09-08,29.58
2020-09-08,29.58
2020-09-08,29.58
2020-09-08,29.58
2020-09-09,29.58
2020-09-09,29.58
2020-09-09,29.58
2020-09-09,29.58
2020-09-09,29.58
2020-09-10,29.58
2020-09-10,29.58
2020-09-10,29.58
2020-09-10,29.58
2020-09-10,29.58
2020-09-11,29.58
2020-09-11,29.58
2020-09-11,29.58
2020-09-11,29.58
2020-09-11,29.58
2020-09-14,29.58
2020-09-14,29.58
2020-09-14,29.58
2020-09-14,29.58
2020-09-14,29.58
2020-09-15,29.58
2020-09-15,29.58
2020-09-15,29.58
2020-09-15,29.58
2020-09-15,29.58
2020-09-16,29.58
2020-09-16,29.58
2020-09-16,29.58
2020-09-16,29.58
2020-09-16,29.58
2020-09-17,29.58
2020-09-17,29.58
2020-09-17,29.58
2020-09-17,29.58
2020-09-17,29.58
2020-09-18,29.58
2020-09-18,29.58
2020-09-18,29.58
2020-09-18,29.58
2020-09-18,29.58
2020-09-21,29.58
2020-09-21,29.58
2020-09-21,29.58
2020-09-21,29.58
2020-09-21,29.58
2020-09-24,29.58
2020-09-24,29.58
2020-09-24,29.58
2020-09-24,29.58
2020-09-24,29.58
2020-09-25,28.5
2020-09-25,28.5
2020-09-25,28.8
2020-09-25,28.8
2020-09-25,28.8
2020-09-29,28.8
2020-09-29,28.8
2020-09-29,28.8
2020-09-29,28.8
2020-09-29,28.8
2020-09-30,28.8
2020-09-30,28.11
2020-09-30,28.11
2020-09-30,28.11
2020-09-30,28.11
2020-10-01,28.11
2020-10-01,28.11
2020-10-01,28.11
2020-10-01,28.11
2020-10-01,28.11
2020-10-02,28.11
2020-10-02,28.11
2020-10-02,28.11
2020-10-02,28.8
2020-10-02,28.8
2020-10-05,28.8
2020-10-05,28.8
2020-10-05,28.8
2020-10-05,28.8
2020-10-05,28.8
2020-10-06,28.8
2020-10-06,28.8
2020-10-06,28.8
2020-10-06,28.8
2020-10-06,28.8
2020-10-07,28.8
2020-10-07,28.9
2020-10-07,28.9
2020-10-07,28.9
2020-10-07,28.9
2020-10-08,28.9
2020-10-08,28.9
2020-10-08,28.9
2020-10-08,28.9
2020-10-08,28.9
2020-10-09,28.9
2020-10-09,28.9
2020-10-09,28.9
2020-10-09,28.9
2020-10-09,28.9
2020-10-12,28.9
2020-10-12,28.9
2020-10-12,28.9
2020-10-12,28.9
2020-10-12,28.9
2020-10-13,28.9
2020-10-13,28.9
2020-10-13,28.9
2020-10-13,28.9
2020-10-13,28.9
2020-10-14,28.9
2020-10-14,28.9
2020-10-14,28.9
2020-10-14,28.9
2020-10-14,28.9
2020-10-15,28.9
2020-10-15,28.9
2020-10-15,28.9
2020-10-15,28.9
2020-10-15,28.9
2020-10-16,28.9
2020-10-16,28.9
2020-10-16,28.9
2020-10-16,28.9
2020-10-16,28.9
2020-10-19,28.9
2020-10-19,28.9
2020-10-19,28.9
2020-10-19,28.9
2020-10-19,28.9
2020-10-20,28.9
2020-10-20,28.9
2020-10-20,28.9
2020-10-20,28.9
2020-10-20,28.79
2020-10-21,28.79
2020-10-21,28.79
2020-10-21,28.9
2020-10-21,28.9
2020-10-21,28.9
2020-10-22,28.9
2020-10-22,28.9
2020-10-22,28.9
2020-10-22,28.8
2020-10-22,28.8
2020-10-23,28.75
2020-10-23,28.75
2020-10-23,28.75
2020-10-23,28.75
2020-10-23,28.8
2020-10-27,28.8
2020-10-27,28.8
2020-10-27,28.8
2020-10-27,28.8
2020-10-27,28.8
2020-10-28,28
2020-10-28,28
2020-10-28,28
2020-10-28,28
2020-10-28,28
2020-10-29,28
2020-10-29,28
2020-10-29,28
2020-10-29,27.46
2020-10-29,27.46
2020-10-30,27.46
2020-10-30,27.46
2020-10-30,27.46
2020-10-30,27.46
2020-10-30,27.1
2020-11-02,27.1
2020-11-02,27.1
2020-11-02,27.1
2020-11-02,27.1
2020-11-02,27.1
2020-11-03,26
2020-11-03,26
2020-11-03,26
2020-11-03,26
2020-11-03,26
2020-11-04,26
2020-11-04,26
2020-11-04,26
2020-11-04,26
2020-11-04,26
2020-11-05,26
2020-11-05,26
2020-11-05,26
2020-11-05,26
2020-11-05,26
2020-11-06,26
2020-11-06,26
2020-11-06,26
2020-11-06,26
2020-11-06,26
2020-11-09,26
2020-11-09,26
2020-11-09,26
2020-11-09,26
2020-11-09,26
2020-11-10,26
2020-11-10,26
2020-11-10,26
2020-11-10,26
2020-11-10,26
2020-11-12,26
2020-11-12,26
2020-11-12,26
2020-11-12,26
2020-11-12,26
2020-11-13,26
2020-11-13,27.3
2020-11-13,27.3
2020-11-13,27.3
2020-11-13,27.3
2020-11-16,27.3
2020-11-16,27.3
2020-11-16,27.5
2020-11-16,27.5
2020-11-16,27.5
2020-11-17,27.5
2020-11-17,27.5
2020-11-17,27.5
2020-11-17,27.5
2020-11-17,27.5
2020-11-18,27.5
2020-11-18,27.5
2020-11-18,27.5
2020-11-18,27.5
2020-11-18,27.5
2020-11-19,27.5
2020-11-19,27.5
2020-11-19,27.5
2020-11-19,27.5
2020-11-19,27.5
2020-11-20,16.5
2020-11-20,16.5
2020-11-20,27.5
2020-11-20,27.5
2020-11-20,27.5
2020-11-23,27.5
2020-11-23,27.5
2020-11-23,27.5
2020-11-23,27.5
2020-11-23,27.5
2020-11-24,27.5
2020-11-24,27.5
2020-11-24,27.5
2020-11-24,27.5
2020-11-24,27.9
2020-11-25,27.9
2020-11-25,27.9
2020-11-25,28
2020-11-25,28
2020-11-25,27.9
2020-11-26,27.9
2020-11-26,27.9
2020-11-26,27.9
2020-11-26,27.9
2020-11-26,27.9
2020-11-27,27.9
2020-11-27,27.9
2020-11-27,27.9
2020-11-27,27.9
2020-11-27,27.9
2020-11-30,27.9
2020-11-30,27.9
2020-11-30,27.9
2020-11-30,27.9
2020-11-30,27.9
2020-12-01,27.9
2020-12-01,27.9
2020-12-01,27.9
2020-12-01,27.9
2020-12-01,27.9
2020-12-02,27.7
2020-12-02,27.7
2020-12-02,27.7
2020-12-02,27.7
2020-12-02,27.7
2020-12-03,27.7
2020-12-03,27.7
2020-12-03,27.7
2020-12-03,27.7
2020-12-03,27.7
2020-12-04,27.7
2020-12-04,27.7
2020-12-04,27.7
2020-12-04,27.7
2020-12-04,27.7
2020-12-07,27.7
2020-12-07,27.7
2020-12-07,27.7
2020-12-07,27.7
2020-12-07,27.7
2020-12-08,27.7
2020-12-08,27.7
2020-12-08,27.7
2020-12-08,27.7
2020-12-08,27.7
2020-12-09,27.7
2020-12-09,27.7
2020-12-09,27.7
2020-12-09,27.7
2020-12-09,27.7
2020-12-10,27.7
2020-12-10,27.7
2020-12-10,27.7
2020-12-10,27.7
2020-12-10,27.7
2020-12-11,27.7
2020-12-11,27.7
2020-12-11,27.7
2020-12-11,27.7
2020-12-11,27.7
2020-12-14,27.7
2020-12-14,27.7
2020-12-14,27.7
2020-12-14,27.9
2020-12-14,27.9
2020-12-15,27.9
2020-12-15,27.9
2020-12-15,27.9
2020-12-15,27.9
2020-12-15,27
2020-12-16,27
2020-12-16,27
2020-12-16,27
2020-12-16,27
2020-12-16,27
2020-12-18,27
2020-12-18,27
2020-12-18,27
2020-12-18,27
2020-12-18,27
2020-12-21,27
2020-12-21,27
2020-12-21,27
2020-12-21,27
2020-12-21,27
2020-12-22,16.5
2020-12-22,16.5
2020-12-22,16.5
2020-12-23,27
2020-12-23,27
2020-12-23,27
2020-12-23,27
2020-12-24,27
2020-12-24,27
2020-12-24,27
2020-12-24,27
2020-12-24,27
2020-12-25,27
2020-12-25,27
2020-12-25,27
2020-12-25,27
2020-12-25,27
2020-12-28,27
2020-12-28,27
2020-12-28,27
2020-12-28,27
2020-12-28,27
2020-12-29,27
2020-12-29,27
2020-12-29,27
2020-12-29,27
2020-12-29,27
2020-12-30,27
2020-12-30,27
2020-12-30,27
2020-12-30,27
2020-12-30,27
2020-12-31,27
2020-12-31,27
2020-12-31,27
2020-12-31,27
2020-12-31,27
2021-01-01,27
2021-01-01,27
2021-01-01,27
2021-01-01,27
2021-01-01,27
2021-01-04,27
2021-01-04,27
2021-01-04,27
2021-01-04,27
2021-01-04,27
2021-01-05,27
2021-01-05,27
2021-01-05,27
2021-01-05,27
2021-01-05,27
2021-01-06,27
2021-01-06,27
2021-01-06,27
2021-01-06,27
2021-01-06,27
2021-01-07,27
2021-01-07,27
2021-01-07,27
2021-01-07,27
2021-01-07,27
2021-01-08,27
2021-01-08,27
2021-01-08,27
2021-01-08,27
2021-01-08,27
2021-01-11,27
2021-01-11,27
2021-01-11,27
2021-01-11,27
2021-01-11,27
2021-01-12,27
2021-01-12,27
2021-01-12,27
2021-01-12,27
2021-01-12,27
2021-01-13,27
2021-01-13,27
2021-01-13,27
2021-01-13,27
2021-01-13,27
2021-01-15,27
2021-01-15,27
2021-01-15,27
2021-01-15,27
2021-01-15,27.9
2021-01-18,27.9
2021-01-18,27.9
2021-01-18,27.9
2021-01-18,27.9
2021-01-18,27.9
2021-01-19,27.9
2021-01-19,27.9
2021-01-19,27.9
2021-01-19,27.9
2021-01-19,27.9
2021-01-20,27.9
2021-01-20,27.9
2021-01-20,27.9
2021-01-20,27.9
2021-01-20,27.9
2021-01-21,27.9
2021-01-21,27.9
2021-01-21,27.9
2021-01-21,27.9
2021-01-21,27.9
2021-01-22,27.9
2021-01-22,27.9
2021-01-22,27.9
2021-01-22,27.9
2021-01-22,27.9
2021-01-25,27.9
2021-01-25,27.9
2021-01-25,27.9
2021-01-25,27.9
2021-01-25,27.9
2021-01-26,27.9
2021-01-26,27.9
2021-01-26,27.9
2021-01-26,27.9
2021-01-26,27.9
2021-01-27,27.9
2021-01-27,27.9
2021-01-27,27.9
2021-01-27,27.9
2021-01-27,27.9
2021-01-28,27.9
2021-01-28,27.9
2021-01-28,27.9
2021-01-28,27.9
2021-01-28,27.9
2021-01-29,27.9
2021-01-29,27.9
2021-01-29,27.9
2021-01-29,27.9
2021-01-29,27.9
2021-02-01,27.9
2021-02-01,27.9
2021-02-01,27.9
2021-02-01,27.9
2021-02-01,27.9
2021-02-02,27.9
2021-02-02,27.9
2021-02-02,27.9
2021-02-02,27.9
2021-02-02,27.9
2021-02-03,27.9
2021-02-03,27.9
2021-02-03,27.9
2021-02-03,27.9
2021-02-03,27.9
2021-02-04,27.9
2021-02-04,27.9
2021-02-04,27.9
2021-02-04,27.9
2021-02-04,27.9
2021-02-05,27.9
2021-02-05,27.9
2021-02-05,27.9
2021-02-05,27.9
2021-02-05,27.9
2021-02-08,27.9
2021-02-08,27.9
2021-02-08,27.9
2021-02-08,27.9
2021-02-08,27.9
2021-02-09,27.9
2021-02-09,27.9
2021-02-09,27.9
2021-02-09,27.9
2021-02-09,27.9
2021-02-10,27.9
2021-02-10,27.9
2021-02-10,27.9
2021-02-10,27.9
2021-02-10,27.9
2021-02-11,27.9
2021-02-11,27.9
2021-02-11,27.9
2021-02-11,27.9
2021-02-11,27.9
2021-02-15,27.9
2021-02-15,27.9
2021-02-15,27.9
2021-02-15,27.9
2021-02-15,27.9
2021-02-16,27.9
2021-02-16,27.9
2021-02-16,27.9
2021-02-16,27.9
2021-02-16,27.9
2021-02-17,27.9
2021-02-17,27.9
2021-02-17,27.9
2021-02-17,27.9
2021-02-17,27.9
2021-02-18,27.9
2021-02-18,27.9
2021-02-18,27.9
2021-02-18,27.9
2021-02-18,27.9
2021-02-19,27.9
2021-02-19,27.9
2021-02-19,27.9
2021-02-19,27.9
2021-02-19,27.9
2021-02-24,27.9
2021-02-24,27.9
2021-02-24,27.9
2021-02-24,27.9
2021-02-24,27.9
2021-02-25,27.9
2021-02-25,27.9
2021-02-25,27.9
2021-02-25,27.9
2021-02-25,27.9
2021-02-26,27.9
2021-02-26,27.9
2021-02-26,27.9
2021-02-26,27.9
2021-02-26,27.9
2021-03-01,27.9
2021-03-01,27.9
2021-03-01,27.9
2021-03-01,27.9
2021-03-01,27.9
2021-03-02,27.9
2021-03-02,27.9
2021-03-02,27.9
2021-03-02,27.9
2021-03-02,27.9
2021-03-03,27.9
2021-03-03,27.9
2021-03-03,27.9
2021-03-03,27.9
2021-03-03,27.9
2021-03-04,27.9
2021-03-04,27.9
2021-03-04,27.9
2021-03-04,27.9
2021-03-04,27.9
2021-03-05,27.9
2021-03-05,27.9
2021-03-05,27.9
2021-03-05,26.51
2021-03-05,26.5
2021-03-08,26.5
2021-03-08,26.5
2021-03-08,26.8
2021-03-08,26.8
2021-03-08,26.8
2021-03-09,26.8
2021-03-09,26.8
2021-03-09,26.8
2021-03-09,26.8
2021-03-09,26.8
2021-03-10,26.5
2021-03-10,26.5
2021-03-10,26.5
2021-03-10,26.5
2021-03-10,26.5
2021-03-11,26.5
2021-03-11,26.5
2021-03-11,26.5
2021-03-11,26.5
2021-03-11,26.5
2021-03-12,26.5
2021-03-12,26.5
2021-03-12,26.5
2021-03-12,26.5
2021-03-12,26.5
2021-03-15,26.5
2021-03-15,26.5
2021-03-15,26.5
2021-03-15,26.5
2021-03-15,26.5
2021-03-16,26.5
2021-03-16,26.5
2021-03-16,26.5
2021-03-16,26.5
2021-03-16,26.5
2021-03-17,26.5
2021-03-17,26.5
2021-03-17,26.5
2021-03-17,26.5
2021-03-17,26.5
2021-03-18,26.5
2021-03-18,26.5
2021-03-18,26.5
2021-03-18,26.5
2021-03-18,26.5
2021-03-19,26.5
2021-03-19,26.5
2021-03-19,26.5
2021-03-19,26.5
2021-03-19,26.5
2021-03-22,26.5
2021-03-22,26.5
2021-03-22,26.5
2021-03-22,26.5
2021-03-22,26.5
2021-03-23,26.5
2021-03-23,26.5
2021-03-23,26.5
2021-03-23,26.5
2021-03-23,26.5
2021-03-24,26.5
2021-03-24,26.5
2021-03-24,26.5
2021-03-24,26.5
2021-03-24,26.5
2021-03-25,26.5
2021-03-25,26.5
2021-03-25,26.5
2021-03-25,26.5
2021-03-25,26.5
2021-03-26,26
2021-03-26,26
2021-03-26,26
2021-03-26,26
2021-03-26,26
2021-03-29,26
2021-03-29,26
2021-03-29,26
2021-03-29,26
2021-03-29,26
2021-03-30,26
2021-03-30,26
2021-03-30,26
2021-03-30,26
2021-03-30,26
2021-03-31,26
2021-03-31,26
2021-03-31,26
2021-03-31,26
2021-03-31,26
2021-04-01,26
2021-04-01,26
2021-04-01,26
2021-04-01,26
2021-04-01,26
2021-04-02,26
2021-04-02,26
2021-04-02,26
2021-04-02,26
2021-04-02,26
2021-04-05,26
2021-04-05,26
2021-04-05,26
2021-04-05,26
2021-04-05,26
2021-04-06,26
2021-04-06,26
2021-04-06,26
2021-04-06,26
2021-04-06,26
2021-04-07,26
2021-04-07,26
2021-04-07,26
2021-04-07,26
2021-04-07,26
2021-04-08,26
2021-04-08,26
2021-04-08,26
2021-04-08,26
2021-04-08,26
2021-04-09,26
2021-04-09,26
2021-04-09,26
2021-04-09,26
2021-04-09,26
2021-04-12,26
2021-04-12,26
2021-04-12,26
2021-04-12,26
2021-04-12,26
2021-04-13,26
2021-04-13,26
2021-04-13,26
2021-04-13,26
2021-04-13,26
2021-04-14,26
2021-04-14,26
2021-04-14,26
2021-04-14,26.5
2021-04-14,26.5
2021-04-15,26.5
2021-04-15,26.5
2021-04-15,26.5
2021-04-15,26.5
2021-04-15,26.5
2021-04-16,26.5
2021-04-16,26.5
2021-04-16,26.5
2021-04-16,26.5
2021-04-16,26.5
2021-04-19,26.5
2021-04-19,26.5
2021-04-19,26.5
2021-04-19,26.5
2021-04-19,26.5
2021-04-20,26.5
2021-04-20,26.5
2021-04-20,26.5
2021-04-20,26.5
2021-04-20,26.5
2021-04-21,26.5
2021-04-21,26.5
2021-04-21,26.5
2021-04-21,26.5
2021-04-21,26.5
2021-04-23,26.5
2021-04-23,26.5
2021-04-23,26.5
2021-04-26,26.5
2021-04-26,26.5
2021-04-26,26.5
2021-04-26,26.5
2021-04-26,26.5
2021-04-27,26.5
2021-04-27,26.5
2021-04-27,26.5
2021-04-27,26.5
2021-04-27,26.5
2021-04-29,26.5
2021-04-29,26.5
2021-04-29,26.5
2021-04-29,26.5
2021-04-29,26.5
2021-04-30,26.5
2021-04-30,26.5
2021-04-30,26.5
2021-04-30,26.5
2021-04-30,26.5
2021-05-03,26.5
2021-05-03,26.5
2021-05-03,26.5
2021-05-03,26.5
2021-05-03,26.5
2021-05-04,26.5
2021-05-04,26.5
2021-05-04,26.5
2021-05-04,26.5
2021-05-04,26.5
2021-05-05,26.5
2021-05-05,26.5
2021-05-05,26.5
2021-05-05,26.5
2021-05-05,26.5
2021-05-06,26.5
2021-05-06,26.5
2021-05-06,26.5
2021-05-06,26.5
2021-05-06,26.5
2021-05-07,26.5
2021-05-07,26.5
2021-05-07,26.5
2021-05-07,27
2021-05-07,27
2021-05-10,27
2021-05-10,27
2021-05-10,27
2021-05-10,27
2021-05-10,27
2021-05-11,27
2021-05-11,27
2021-05-11,27
2021-05-11,27
2021-05-11,27
2021-05-12,27
2021-05-12,27
2021-05-12,27
2021-05-12,27
2021-05-12,27
2021-05-13,27
2021-05-13,27
2021-05-13,27
2021-05-13,27
2021-05-13,27
2021-05-14,27
2021-05-14,27
2021-05-14,27
2021-05-14,27
2021-05-14,27
2021-05-17,26.5
2021-05-17,26.5
2021-05-17,26.5
2021-05-17,26.5
2021-05-17,26.5
2021-05-18,26.25
2021-05-18,26.25
2021-05-18,26.25
2021-05-18,26.25
2021-05-18,26.25
2021-05-19,26.25
2021-05-19,26.25
2021-05-19,26.25
2021-05-19,26.25
2021-05-19,26.25
2021-05-20,26.25
2021-05-20,26.25
2021-05-20,26.25
2021-05-20,26.25
2021-05-20,26.25
2021-05-21,26.25
2021-05-21,26.25
2021-05-21,26.25
2021-05-21,26.25
2021-05-21,26.25
2021-05-24,26.25
2021-05-24,26.25
2021-05-24,26.25
2021-05-24,26.25
2021-05-24,26.25
2021-05-25,26.25
2021-05-25,26.25
2021-05-25,26.25
2021-05-25,26.25
2021-05-25,26.25
2021-05-27,27.56
2021-05-27,27.56
2021-05-27,27.56
2021-05-27,27.56
2021-05-27,27.56
2021-05-28,27.56
2021-05-28,27.56
2021-05-28,27.56
2021-05-28,27.56
2021-05-28,27.56
2021-05-31,27.5
2021-05-31,27.5
2021-05-31,27.5
2021-05-31,27.5
2021-05-31,27.5
2021-06-01,27.5
2021-06-01,27.5
2021-06-01,27.5
2021-06-01,27.5
2021-06-01,27.5
2021-06-02,27.5
2021-06-02,27.5
2021-06-02,27.5
2021-06-02,27.5
2021-06-02,27.5
2021-06-03,27.5
2021-06-03,27.5
2021-06-03,27.5
2021-06-03,27.5
2021-06-03,27.5
2021-06-04,27.5
