Date,Close,Company,session,lag_1,lag_2,lag_3,lag_5,lag_10,return_1,return_2,return_3,return_5,log_return_1,log_return_2,log_return_3,momentum_3,momentum_5,momentum_10,velocity,acceleration,sma_3,ema_3,sma_5,ema_5,sma_10,ema_10,dist_sma_5,dist_ema_5,volatility_3,volatility_5,volatility_10,roll_min_3,roll_max_3,roll_min_5,roll_max_5,roll_min_10,roll_max_10,range_position_3,range_position_5,range_position_10,zscore_3,zscore_5,zscore_10,rsi_7,macd,macd_signal,bb_upper,bb_lower,bb_position,day_of_week,month,dow_sin,dow_cos,market_regime,future_close_1,future_close_5,future_close_10,target,target_class,future_close_week,future_close_month
2020-04-23,37.0,TBL,0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,1.0,1.0,1.0,1.15470053837924,1.788854381999832,2.666666666666688,50.0,0.0,0.0,37.0,37.0,1.1666666666666687,3,4,0.43388373911755823,-0.900968867902419,0,37.0,37.0,37.9,SAME,1.0,38.84,38.0
2020-04-23,37.0,TBL,1,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,1.0,1.0,1.0,1.15470053837924,1.788854381999832,2.666666666666688,50.0,0.0,0.0,37.0,37.0,1.1666666666666687,3,4,0.43388373911755823,-0.900968867902419,0,37.0,37.0,37.9,SAME,1.0,38.84,38.0
2020-04-24,37.0,TBL,2,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,1.0,1.0,1.0,1.15470053837924,1.788854381999832,2.666666666666688,50.0,0.0,0.0,37.0,37.0,1.1666666666666687,4,4,-0.433883739117558,-0.9009688679024191,0,37.0,37.0,38.0,SAME,1.0,38.84,38.0
2020-04-24,37.0,TBL,3,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,1.0,1.0,1.0,1.15470053837924,1.788854381999832,2.666666666666688,50.0,0.0,0.0,37.0,37.0,1.1666666666666687,4,4,-0.433883739117558,-0.9009688679024191,0,37.0,37.9,38.0,SAME,1.0,38.0,38.0
2020-04-27,37.0,TBL,4,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,1.0,1.0,1.0,1.15470053837924,1.788854381999832,2.666666666666688,50.0,0.0,0.0,37.0,37.0,1.1666666666666687,0,4,0.0,1.0,0,37.0,37.9,38.0,SAME,1.0,38.0,38.0
2020-04-27,37.0,TBL,0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,1.0,1.0,1.0,1.15470053837924,1.788854381999832,2.666666666666688,50.0,0.0,0.0,37.0,37.0,1.1666666666666687,0,4,0.0,1.0,0,37.0,37.9,38.0,SAME,1.0,38.0,38.0
2020-04-28,37.0,TBL,1,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,1.0,1.0,1.0,1.15470053837924,1.788854381999832,2.666666666666688,50.0,0.0,0.0,37.0,37.0,1.1666666666666687,1,4,0.7818314824680298,0.6234898018587336,0,37.0,37.9,38.84,SAME,1.0,38.0,38.0
2020-04-28,37.0,TBL,2,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,1.0,1.0,1.0,1.15470053837924,1.788854381999832,2.666666666666688,50.0,0.0,0.0,37.0,37.0,1.1666666666666687,1,4,0.7818314824680298,0.6234898018587336,0,37.9,38.0,38.84,UP,2.0,38.0,38.0
2020-04-29,37.9,TBL,3,37.0,37.0,37.0,37.0,37.0,0.024324324324324298,0.024324324324324298,0.024324324324324298,0.024324324324324298,0.024033199444156193,0.024033199444156193,0.024033199444156193,0.8999999999999986,0.8999999999999986,0.8999999999999986,0.8999999999999986,0.8999999999999986,37.300000000000004,37.45,37.18,37.3,37.099999999999994,37.16363636363636,0.7199999999999989,0.6000000000000014,0.014043655196504395,0.010878168539188153,0.008599947338755298,37.0,37.9,37.0,37.9,37.0,37.9,1.0,1.0,1.0,1.15470053837924,1.788854381999832,2.666666666666688,100.0,0.07179487179486443,0.014358974358972888,37.699999999999996,36.49999999999999,1.1666666666666687,2,4,0.9749279121818236,-0.22252093395631434,1,37.9,38.0,38.84,SAME,1.0,38.0,38.0
2020-04-29,37.9,TBL,4,37.9,37.0,37.0,37.0,37.0,0.0,0.024324324324324298,0.024324324324324298,0.024324324324324298,0.0,0.024033199444156193,0.024033199444156193,0.8999999999999986,0.8999999999999986,0.8999999999999986,0.0,-0.8999999999999986,37.6,37.675,37.36,37.5,37.18,37.297520661157016,0.5399999999999991,0.3999999999999986,0.014043655196504395,0.010878168539188153,0.0081081081081081,37.0,37.9,37.0,37.9,37.0,37.9,1.0,1.0,1.0,0.5773502691896172,1.095445115010333,1.8973665961010295,100.0,0.12722624004673833,0.03693242749652598,37.938946638440406,36.42105336155959,0.9743416490252592,2,4,0.9749279121818236,-0.22252093395631434,1,37.9,38.0,38.84,SAME,1.0,38.0,38.0
