Date,Close,session,daily_frequency,intra_change,intra_return,dividend_event,dividend_percent,bonus_event,agm_event,days_to_dividend,days_after_dividend,same_day_dividend_event,post_dividend_7day_window,days_since_dividend_announcement,strong_dividend,announcement_sentiment_score,announcement_sentiment_confidence,finbert_event_importance_score,Company,return_1,return_2,return_3,return_5,log_return_1,log_return_2,log_return_3,sma_3,ema_3,sma_5,ema_5,sma_10,ema_10,momentum_3,momentum_5,momentum_10,velocity,acceleration,volatility_3,volatility_5,volatility_10,rsi_7,macd,macd_signal,bb_upper,bb_lower,month,day_of_week,dividend_season,high_activity_day,positive_sentiment_event,negative_sentiment_event,sentiment_weighted_importance,event_activity_score,event_impact_score,post_dividend_momentum,event_volatility,dividend_reaction_strength,sentiment_event_momentum,future_close_week,future_close_month,target,target_class
2020-04-23,37.0,0,2,0.0,0.0,0,0.0,0,0,-1,-1,0,0,-1,0,0.0,0.0,0.0,TBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.8999999999999986,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,37.0,37.0,4,3,1,0,0,0,0.0,2,0.1,0.0,0.0,0.2,0.0,37.9,38.84,UP,2.0
2020-04-23,37.0,1,2,0.0,0.0,0,0.0,0,0,-1,-1,0,0,-1,0,0.0,0.0,0.0,TBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.8999999999999986,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,37.0,37.0,4,3,1,0,0,0,0.0,2,0.1,0.0,0.0,0.2,0.0,37.9,38.84,UP,2.0
2020-04-24,37.0,0,2,0.0,0.0,0,0.0,0,0,-1,-1,0,0,-1,0,0.0,0.0,0.0,TBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.8999999999999986,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,37.0,37.0,4,4,1,0,0,0,0.0,2,0.1,0.0,0.0,0.2,0.0,38.0,38.84,UP,2.0
2020-04-24,37.0,1,2,0.0,0.0,0,0.0,0,0,-1,-1,0,0,-1,0,0.0,0.0,0.0,TBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.8999999999999986,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,37.0,37.0,4,4,1,0,0,0,0.0,2,0.1,0.0,0.0,0.2,0.0,38.0,38.84,UP,2.0
2020-04-27,37.0,0,2,0.0,0.0,0,0.0,0,0,-1,-1,0,0,-1,0,0.0,0.0,0.0,TBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.8999999999999986,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,37.0,37.0,4,0,1,0,0,0,0.0,2,0.1,0.0,0.0,0.2,0.0,38.0,38.84,UP,2.0
2020-04-27,37.0,1,2,0.0,0.0,0,0.0,0,0,-1,-1,0,0,-1,0,0.0,0.0,0.0,TBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.8999999999999986,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,37.0,37.0,4,0,1,0,0,0,0.0,2,0.1,0.0,0.0,0.2,0.0,38.0,38.84,UP,2.0
2020-04-28,37.0,0,2,0.0,0.0,0,0.0,0,0,-1,-1,0,0,-1,0,0.0,0.0,0.0,TBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.8999999999999986,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,37.0,37.0,4,1,1,0,0,0,0.0,2,0.1,0.0,0.0,0.2,0.0,38.84,38.84,UP,2.0
2020-04-28,37.0,1,2,0.0,0.0,0,0.0,0,0,-1,-1,0,0,-1,0,0.0,0.0,0.0,TBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.8999999999999986,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,37.0,37.0,4,1,1,0,0,0,0.0,2,0.1,0.0,0.0,0.2,0.0,38.84,38.84,UP,2.0
2020-04-29,37.9,0,2,0.0,0.0,0,0.0,0,0,-1,-1,0,0,-1,0,0.0,0.0,0.0,TBL,0.024324324324324298,0.024324324324324298,0.024324324324324298,0.024324324324324298,0.024033199444156193,0.024033199444156193,0.024033199444156193,37.300000000000004,37.45,37.18,37.3,37.099999999999994,37.16363636363636,0.8999999999999986,0.8999999999999986,0.8999999999999986,0.8999999999999986,0.8999999999999986,0.014043655196504395,0.010878168539188153,0.008599947338755298,50.0,0.07179487179486443,0.014358974358972888,37.699999999999996,36.49999999999999,4,2,1,0,0,0,0.0,2,0.1,0.0,0.0,0.2,0.0,38.84,38.0,UP,2.0
2020-04-29,37.9,1,2,0.0,0.0,0,0.0,0,0,-1,-1,0,0,-1,0,0.0,0.0,0.0,TBL,0.0,0.024324324324324298,0.024324324324324298,0.024324324324324298,0.0,0.024033199444156193,0.024033199444156193,37.6,37.675,37.36,37.5,37.18,37.297520661157016,0.8999999999999986,0.8999999999999986,0.8999999999999986,0.0,-0.8999999999999986,0.014043655196504395,0.010878168539188153,0.0081081081081081,50.0,0.12722624004673833,0.03693242749652598,37.938946638440406,36.42105336155959,4,2,1,0,0,0,0.0,2,0.1,0.0,0.0,0.2,0.0,38.84,38.0,UP,2.0
