Company,Date,Close,lag_1,lag_2,lag_3,lag_5,lag_10,diff_1,diff_2,diff_3,return_1,return_2,return_3,log_return_1,log_return_2,sma_3,sma_5,sma_10,ema_3,ema_5,ema_10,volatility_3,volatility_5,volatility_10,momentum_3,roc_3,momentum_5,roc_5,momentum_10,roc_10,roll_min_3,roll_max_3,roll_min_5,roll_max_5,roll_min_10,roll_max_10,range_position_3,range_position_5,range_position_10,day_of_week,month,day,future_close,future_diff,target,target_class
BIL,2020-04-23,39.0,,,,,,,,,,,,,,,,,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,3,4,23,39.0,0.0,SAME,1.0
BIL,2020-04-24,39.0,39.0,,,,,0.0,,,0.0,,,0.0,,,,,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,4,4,24,39.0,0.0,SAME,1.0
BIL,2020-04-27,39.0,39.0,39.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,39.0,,,39.0,39.0,39.0,,,,,,,,,,39.0,39.0,,,,,,,,0,4,27,39.97,0.9699999999999989,UP,2.0
BIL,2020-04-28,39.97,39.0,39.0,39.0,,,0.9699999999999989,0.9699999999999989,0.9699999999999989,0.024871794871794917,0.024871794871794917,0.024871794871794917,0.02456752659358577,0.02456752659358577,39.32333333333333,,,39.485,39.32333333333334,39.17636363636363,0.014359737464459949,,,0.9699999999999989,0.024871794871794844,,,,,39.0,39.97,,,,,1.0,,,1,4,28,40.9,0.9299999999999997,UP,2.0
BIL,2020-04-29,40.9,39.97,39.0,39.0,,,0.9299999999999997,1.8999999999999986,1.8999999999999986,0.023267450587940885,0.04871794871794877,0.04871794871794877,0.02300089032552384,0.04756841691910968,39.95666666666667,39.574,,40.192499999999995,39.848888888888894,39.4897520661157,0.01391973633363823,,,1.8999999999999986,0.048717948717948684,,,,,39.0,40.9,39.0,40.9,,,1.0,1.0,,2,4,29,40.9,0.0,SAME,1.0
BIL,2020-04-30,40.9,40.9,39.97,39.0,39.0,,0.0,0.9299999999999997,1.8999999999999986,0.0,0.023267450587940885,0.04871794871794877,0.0,0.02300089032552384,40.589999999999996,39.95399999999999,,40.54625,40.199259259259264,39.74616078136739,0.013919736333638228,0.013195672077620523,,1.8999999999999986,0.048717948717948684,1.8999999999999986,0.048717948717948684,,,39.97,40.9,39.0,40.9,,,1.0,1.0,,3,4,30,40.9,0.0,SAME,1.0
BIL,2020-05-01,40.9,40.9,40.9,39.97,39.0,,0.0,0.0,0.9299999999999997,0.0,0.0,0.023267450587940885,0.0,0.0,40.9,40.333999999999996,,40.723124999999996,40.43283950617285,39.95594973020968,0.013433468860303983,0.013195672077620523,,0.9299999999999997,0.023267450587940948,1.8999999999999986,0.048717948717948684,,,40.9,40.9,39.0,40.9,,,,1.0,,4,5,1,40.7,-0.19999999999999574,DOWN,0.0
BIL,2020-05-04,40.7,40.9,40.9,40.9,39.0,,-0.19999999999999574,-0.19999999999999574,-0.19999999999999574,-0.004889975550122161,-0.004889975550122161,-0.004889975550122161,-0.0049019706002066685,-0.0049019706002066685,40.833333333333336,40.674,,40.7115625,40.521893004115235,40.09123159744428,0.0028232287001936918,0.014228426022796625,,-0.19999999999999574,-0.004889975550122145,1.7000000000000028,0.043589743589743664,,,40.7,40.9,39.97,40.9,,,0.0,0.7849462365591443,,0,5,4,40.7,0.0,SAME,1.0
BIL,2020-05-05,40.7,40.7,40.9,40.9,39.97,,0.0,-0.19999999999999574,-0.19999999999999574,0.0,-0.004889975550122161,-0.004889975550122161,0.0,-0.0049019706002066685,40.76666666666667,40.82,,40.70578125,40.58126200274349,40.20191676154531,0.0028232287001936918,0.01115504146103829,,-0.19999999999999574,-0.004889975550122145,0.730000000000004,0.018263697773330097,,,40.7,40.9,40.7,40.9,,,0.0,0.0,,1,5,5,40.7,0.0,SAME,1.0
BIL,2020-05-06,40.7,40.7,40.7,40.9,40.9,,0.0,0.0,-0.19999999999999574,0.0,0.0,-0.004889975550122161,0.0,0.0,40.7,40.78,40.177,40.702890625,40.62084133516233,40.29247735035525,0.0028232287001936918,0.002186863547677016,,-0.19999999999999574,-0.004889975550122145,-0.19999999999999574,-0.004889975550122145,,,40.7,40.7,40.7,40.9,39.0,40.9,,0.0,0.8947368421052653,2,5,6,40.7,0.0,SAME,1.0
BIL,2020-05-07,40.7,40.7,40.7,40.7,40.9,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,40.739999999999995,40.347,40.7014453125,40.647227556774894,40.36657237756338,0.0,0.002186863547677016,0.010524270167972303,0.0,0.0,-0.19999999999999574,-0.004889975550122145,1.7000000000000028,0.043589743589743664,40.7,40.7,40.7,40.9,39.0,40.9,,0.0,0.8947368421052653,3,5,7,40.7,0.0,SAME,1.0
BIL,2020-05-08,40.7,40.7,40.7,40.7,40.9,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,40.7,40.517,40.70072265625,40.664818371183266,40.42719558164276,0.0,0.002186863547677016,0.010524270167972303,0.0,0.0,-0.19999999999999574,-0.004889975550122145,1.7000000000000028,0.043589743589743664,40.7,40.7,40.7,40.7,39.0,40.9,,,0.8947368421052653,4,5,8,41.0,0.29999999999999716,UP,2.0
BIL,2020-05-11,41.0,40.7,40.7,40.7,40.7,39.0,0.29999999999999716,0.29999999999999716,0.29999999999999716,0.0073710073710073765,0.0073710073710073765,0.0073710073710073765,0.007343974255758505,0.007343974255758505,40.800000000000004,40.760000000000005,40.717,40.850361328125004,40.77654558078885,40.53134183952589,0.004255653089849811,0.003296414708844901,0.010445534933136937,0.29999999999999716,0.007371007371007301,0.29999999999999716,0.007371007371007301,2.0,0.05128205128205128,40.7,41.0,40.7,41.0,39.97,41.0,1.0,1.0,1.0,0,5,11,41.0,0.0,SAME,1.0
BIL,2020-05-12,41.0,41.0,40.7,40.7,40.7,39.97,0.0,0.29999999999999716,0.29999999999999716,0.0,0.0073710073710073765,0.0073710073710073765,0.0,0.007343974255758505,40.9,40.82000000000001,40.82000000000001,40.9251806640625,40.851030387192566,40.616552414157546,0.004255653089849811,0.003296414708844901,0.00784091429455311,0.29999999999999716,0.007371007371007301,0.29999999999999716,0.007371007371007301,1.0300000000000011,0.025769326995246464,40.7,41.0,40.7,41.0,40.7,41.0,1.0,1.0,1.0,1,5,12,41.0,0.0,SAME,1.0
BIL,2020-05-13,41.0,41.0,41.0,40.7,40.7,40.9,0.0,0.0,0.29999999999999716,0.0,0.0,0.0073710073710073765,0.0,0.0,41.0,40.88,40.83,40.962590332031255,40.900686924795046,40.68627015703799,0.004255653089849811,0.003296414708844901,0.002936892890541394,0.29999999999999716,0.007371007371007301,0.29999999999999716,0.007371007371007301,0.10000000000000142,0.0024449877750611594,41.0,41.0,40.7,41.0,40.7,41.0,,1.0,1.0,2,5,13,40.5,-0.5,DOWN,0.0
