Company,Date,Close,lag_1,lag_2,lag_3,lag_5,lag_10,diff_1,diff_2,diff_3,return_1,return_2,return_3,log_return_1,log_return_2,sma_3,sma_5,sma_10,ema_3,ema_5,ema_10,volatility_3,volatility_5,volatility_10,momentum_3,roc_3,momentum_5,roc_5,momentum_10,roc_10,roll_min_3,roll_max_3,roll_min_5,roll_max_5,roll_min_10,roll_max_10,range_position_3,range_position_5,range_position_10,day_of_week,month,day,future_close,future_diff,target,target_class
BFAL,2020-04-23,118.73,,,,,,,,,,,,,,,,,118.73,118.73,118.73,,,,,,,,,,,,,,,,,,,3,4,23,118.73,0.0,SAME,1.0
BFAL,2020-04-24,118.73,118.73,,,,,0.0,,,0.0,,,0.0,,,,,118.73,118.73,118.73,,,,,,,,,,,,,,,,,,,4,4,24,118.73,0.0,SAME,1.0
BFAL,2020-04-27,118.73,118.73,118.73,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,118.73,,,118.73,118.73,118.73,,,,,,,,,,118.73,118.73,,,,,,,,0,4,27,118.73,0.0,SAME,1.0
BFAL,2020-04-28,118.73,118.73,118.73,118.73,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,,,118.73,118.73,118.73,0.0,,,0.0,0.0,,,,,118.73,118.73,,,,,,,,1,4,28,118.73,0.0,SAME,1.0
BFAL,2020-04-29,118.73,118.73,118.73,118.73,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,,118.73,118.73,118.73,0.0,,,0.0,0.0,,,,,118.73,118.73,118.73,118.73,,,,,,2,4,29,118.73,0.0,SAME,1.0
BFAL,2020-04-30,118.73,118.73,118.73,118.73,118.73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,,118.73,118.73,118.73,0.0,0.0,,0.0,0.0,0.0,0.0,,,118.73,118.73,118.73,118.73,,,,,,3,4,30,118.73,0.0,SAME,1.0
BFAL,2020-05-01,118.73,118.73,118.73,118.73,118.73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,,118.73,118.73,118.73,0.0,0.0,,0.0,0.0,0.0,0.0,,,118.73,118.73,118.73,118.73,,,,,,4,5,1,118.73,0.0,SAME,1.0
BFAL,2020-05-04,118.73,118.73,118.73,118.73,118.73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,,118.73,118.73,118.73,0.0,0.0,,0.0,0.0,0.0,0.0,,,118.73,118.73,118.73,118.73,,,,,,0,5,4,118.73,0.0,SAME,1.0
BFAL,2020-05-05,118.73,118.73,118.73,118.73,118.73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,,118.73,118.73,118.73,0.0,0.0,,0.0,0.0,0.0,0.0,,,118.73,118.73,118.73,118.73,,,,,,1,5,5,118.73,0.0,SAME,1.0
BFAL,2020-05-06,118.73,118.73,118.73,118.73,118.73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,,0.0,0.0,0.0,0.0,,,118.73,118.73,118.73,118.73,118.73,118.73,,,,2,5,6,118.73,0.0,SAME,1.0
BFAL,2020-05-07,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,3,5,7,118.73,0.0,SAME,1.0
BFAL,2020-05-08,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,4,5,8,118.73,0.0,SAME,1.0
BFAL,2020-05-11,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,0,5,11,118.73,0.0,SAME,1.0
BFAL,2020-05-12,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,1,5,12,118.73,0.0,SAME,1.0
BFAL,2020-05-13,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,2,5,13,118.73,0.0,SAME,1.0
BFAL,2020-05-14,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,3,5,14,118.73,0.0,SAME,1.0
BFAL,2020-05-15,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,4,5,15,118.73,0.0,SAME,1.0
BFAL,2020-05-18,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,0,5,18,118.73,0.0,SAME,1.0
BFAL,2020-05-19,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,1,5,19,118.73,0.0,SAME,1.0
BFAL,2020-05-20,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,2,5,20,118.73,0.0,SAME,1.0
BFAL,2020-05-21,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,3,5,21,118.73,0.0,SAME,1.0
BFAL,2020-05-22,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,4,5,22,118.73,0.0,SAME,1.0
BFAL,2020-05-25,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,0,5,25,118.73,0.0,SAME,1.0
BFAL,2020-05-26,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,1,5,26,118.73,0.0,SAME,1.0
BFAL,2020-05-27,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,2,5,27,118.73,0.0,SAME,1.0
BFAL,2020-05-28,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,3,5,28,118.73,0.0,SAME,1.0
BFAL,2020-05-29,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,4,5,29,118.73,0.0,SAME,1.0
BFAL,2020-06-01,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,118.73,118.73,118.73,118.73,118.73,,,,0,6,1,118.73,0.0,SAME,1.0
